Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/4           ga_orthog_ [257]
                0.00    0.00       3/257         bas_numbf_ [461]
                0.00    0.00       3/21          bas_geom_ [548]
                0.00    0.00       3/91          ga_create_atom_blocked_ [493]
-----------------------------------------------
                0.00    0.01       1/1           scf_ [5]
[193]    0.0    0.00    0.01       1         int_1e_cache_ga_ [193]
                0.00    0.01       3/49          int_1e_ga_ [111]
                0.00    0.00       3/91          ga_create_atom_blocked_ [493]
                0.00    0.00       1/21          bas_geom_ [548]
-----------------------------------------------
                0.00    0.00  422373/5573302     memo4b_ [177]
                0.01    0.00 5150929/5573302     memo4a_ [127]
[194]    0.0    0.01    0.00 5573302         getmem_zero_ [194]
-----------------------------------------------
                0.01    0.00 1941905/1941905     seartch_4_uniqe_ [24]
[195]    0.0    0.01    0.00 1941905         mmark_ [195]
-----------------------------------------------
                0.01    0.00 1941373/1941373     texas_hf2_m2_ [15]
[196]    0.0    0.01    0.00 1941373         labels_update_ [196]
-----------------------------------------------
                0.01    0.00  508607/508607      blockint_ [18]
[197]    0.0    0.01    0.00  508607         copy_block_ [197]
-----------------------------------------------
                0.01    0.00  223950/223950      schwarz_shell_ [199]
[198]    0.0    0.01    0.00  223950         comp4_extract_ [198]
-----------------------------------------------
                0.00    0.01  223950/223950      fock_rep_txs_ [10]
[199]    0.0    0.00    0.01  223950         schwarz_shell_ [199]
                0.01    0.00  223950/223950      comp4_extract_ [198]
-----------------------------------------------
                0.00    0.00       1/39536       input_set_ [306]
                0.00    0.00       1/39536       rtdb_clean_ [297]
                0.00    0.00       1/39536       xc_input_ [317]
                0.00    0.00       1/39536       movecs_swap_ [362]
                0.00    0.00       1/39536       bas_rtdb_load_ [256]
                0.00    0.00       1/39536       geom_print_ [347]
                0.00    0.00       1/39536       geom_print_xyz_ [363]
                0.00    0.00       1/39536       geom_rtdb_add_ [361]
                0.00    0.00       1/39536       geom_input_ [231]
                0.00    0.00       1/39536       util_full_file_name_ [364]
                0.00    0.00       1/39536       util_set_default_permanent_dir_ [342]
                0.00    0.00       1/39536       util_set_default_scratch_dir_ [343]
                0.00    0.00       2/39536       get_input_filename_ [359]
                0.00    0.00       2/39536       task_energy_ [4]
                0.00    0.00       2/39536       atomd_ [340]
                0.00    0.00       2/39536       geom_rtdb_in_ [351]
                0.00    0.00       2/39536       geom_rtdb_delete_ [331]
                0.00    0.00       2/39536       util_pname0_ [357]
                0.00    0.00       2/39536       util_file_print_dirs_ [360]
                0.00    0.00       2/39536       cons_fxd_atoms_n_tag_ [352]
                0.00    0.00       2/39536       cons_status_tag_ [356]
                0.00    0.00       2/39536       cons_hbond_n_tag_ [353]
                0.00    0.00       2/39536       cons_hdihed_n_tag_ [354]
                0.00    0.00       3/39536       memory_env_get_ [338]
                0.00    0.00       3/39536       scf_ [5]
                0.00    0.00       3/39536       bas_rtdb_add_ [334]
                0.00    0.00       3/39536       bas_input_ [233]
                0.00    0.00       3/39536       geom_create_ [344]
                0.00    0.00       3/39536       geom_rtdb_store_ [326]
                0.00    0.00       3/39536       util_char_ga_brdcst_ [345]
                0.00    0.00       3/39536       util_find_dir_ [346]
                0.00    0.00       4/39536       mull_calc_ [254]
                0.00    0.00       4/39536       bas_create_ [234]
                0.00    0.00       4/39536       inp_contains_ [341]
                0.00    0.00       5/39536       bas_print_ [315]
                0.00    0.00       5/39536       bas_tag_lib_ [284]
                0.00    0.00       6/39536       scf_vectors_guess_ [57]
                0.00    0.00       6/39536       bas_rtdb_do_store_ [319]
                0.00    0.00       6/39536       bas_library_file_ [322]
                0.00    0.00       6/39536       bas_input_body_ [291]
                0.00    0.00       6/39536       geom_rtdb_load_ [275]
                0.00    0.00       6/39536       inp_search_fast_ [310]
                0.00    0.00       6/39536       util_print_rtdb_load_ [339]
                0.00    0.00      12/39536       bas_rtdb_in_ [329]
                0.00    0.00      17/39536       util_cite_ [305]
                0.00    0.00      18/39536       util_nwchemrc_get_ [321]
                0.00    0.00      20/39536       MAIN__ [1]
                0.00    0.00      20/39536       movecs_write_ [318]
                0.00    0.00      33/39536       bas_summary_print_ [270]
                0.00    0.00      36/39536       inp_search_ [273]
                0.00    0.00      38/39536       file_write_ga_ [309]
                0.00    0.00      41/39536       bas_rtdb_do_load_ [260]
                0.00    0.00      51/39536       geom_print_distances_ [252]
                0.00    0.00      56/39536       util_print_centered_ [304]
                0.00    0.00      59/39536       input_echo_ [303]
                0.00    0.00      60/39536       geom_prt_angles_ [240]
                0.00    0.00      90/39536       util_file_name_ [293]
                0.00    0.00     121/39536       inp_read_ [277]
                0.00    0.00     130/39536       movecs_print_anal_ [225]
                0.00    0.00     180/39536       util_file_prefix_ [298]
                0.00    0.00    1033/39536       geom_tag_to_element_ [226]
                0.00    0.00    1063/39536       inp_match_ [227]
                0.01    0.00   36336/39536       inp_compare_ [224]
[200]    0.0    0.01    0.00   39536         inp_strlen_ [200]
-----------------------------------------------
                0.00    0.00       1/17100       scf_vectors_guess_ [57]
                0.00    0.00       1/17100       scf_get_conv_info_ [350]
                0.00    0.00       1/17100       mo_r_and_r2_ [228]
                0.00    0.00       1/17100       multipole_density_ [251]
                0.00    0.00       1/17100       guess_dens_gen_ [279]
                0.00    0.00       1/17100       atscf_ecp_ [348]
                0.00    0.00       1/17100       densid_z_ [349]
                0.00    0.00       1/17100       bas_rtdb_do_load_ [260]
                0.00    0.00       1/17100       ga_pcg_minim_ [259]
                0.00    0.00       1/17100       texas_init_ [96]
                0.00    0.00       2/17100       mull_calc_ [254]
                0.00    0.00       2/17100       geom_input_ [231]
                0.00    0.00       2/17100       pstat_init_ [271]
                0.00    0.00       3/17100       rohf_analyze_ [230]
                0.00    0.00       3/17100       bas_add_ucnt_init_ [335]
                0.00    0.00       3/17100       blinx_ [97]
                0.00    0.00       5/17100       bas_add_ucnt_ [330]
                0.00    0.00      23/17100       ao_replicated_ [8]
                0.00    0.00      23/17100       scf_dens_reorder_ [9]
                0.00    0.00      34/17100       ga_get_diagonal_ [301]
                0.00    0.00     540/17100       rohf_canon_sub0_ [268]
                0.00    0.00    1440/17100       ga_orthog_vecs_ [258]
                0.00    0.00    5010/17100       hf2_ [159]
                0.01    0.00   10000/17100       xlm_make_ao_poles_ [229]
[201]    0.0    0.01    0.00   17100         dfill_ [201]
-----------------------------------------------
